symbol	section	namespace	name	GMSJ01	GMSJ01.size	GMSE01	GMSE01.size	GMSP01	GMSP01.size	GMSJ0A	GMSJ0A.size
__dt__10TGDLStaticFv	.text	TGDLStatic	~TGDLStatic	800D1DC0	84	80236B60	84	8022EAB4	84	80216A70	84
__dt__Q210TGDLStatic12TGDLSentinelFv	.text	TGDLStatic::TGDLSentinel	~TGDLSentinel	800D1E14	120	80236BB4	120	8022EB08	120	80216AC4	120
TGDLStaticOverFlow__Fv	.text	MarioUtil	TGDLStaticOverFlow	800D1E8C	16	80236C2C	16	8022EB80	16	80216B3C	16
SMS_ChangeTextureAll__FP12J3DModelDataPCcRC7ResTIMG	.text	MarioUtil	SMS_ChangeTextureAll	800D1E9C	284	80236C3C	284	8022EB90	284	80216B4C	284
SMS_GetSandRiseUpRatio__FPC10TLiveActor	.text	MarioUtil	SMS_GetSandRiseUpRatio	800D1FB8	76	80236D58	76	8022ECAC	76	80216C68	76
SMS_GetGroundActor__FPC12TBGCheckDataUl	.text	MarioUtil	SMS_GetGroundActor	800D2004	52	80236DA4	52	8022ECF8	52	80216CB4	52
SMS_GetMonteVillageAreaInMario__Fv	.text	MarioUtil	SMS_GetMonteVillageAreaInMario	800D2038	100	80236DD8	100	8022ED2C	100	80216CE8	100
GetValue__Q24Koga8ToolDataCFiPCcRPCc	.text	Koga::ToolData	GetValue	800D209C	204	80236E3C	204	8022ED90	204	80216D4C	204
GetValue__Q24Koga8ToolDataCFiPCcRl	.text	Koga::ToolData	GetValue	800D2168	204	80236F08	204	8022EE5C	204	80216E18	204
Attach__Q24Koga8ToolDataFPCv	.text	Koga::ToolData	Attach	800D2234	28	80236FD4	28	8022EF28	28	80216EE4	28
__dt__Q24Koga8ToolDataFv	.text	Koga::ToolData	~ToolData	800D2250	76	80236FF0	76	8022EF44	76	80216F00	76
__ct__Q24Koga8ToolDataFv	.text	Koga::ToolData	ToolData	800D229C	24	8023703C	24	8022EF90	24	80216F4C	24
__dt__24M3UMtxCalcSIAnmBlendQuatFv	.text	M3UMtxCalcSIAnmBlendQuat	~M3UMtxCalcSIAnmBlendQuat	800D22B4	188						
calc__24M3UMtxCalcSIAnmBlendQuatFUs	.text	M3UMtxCalcSIAnmBlendQuat	calc	800D2370	532	80237054	532	8022EFA8	532	80216F64	532
init__24M3UMtxCalcSIAnmBlendQuatFRC3VecRA3_A4_Cf	.text	M3UMtxCalcSIAnmBlendQuat	init	800D2584	364	80237268	364	8022F1BC	364	80217178	364
calcTransform__24M3UMtxCalcSIAnmBlendQuatFUsRC16J3DTransformInfo	.text	M3UMtxCalcSIAnmBlendQuat	calcTransform	800D26F0	52	802373D4	52	8022F328	52	802172E4	52
__ct__24M3UMtxCalcSIAnmBlendQuatFb	.text	M3UMtxCalcSIAnmBlendQuat	M3UMtxCalcSIAnmBlendQuat	800D2724	204	80237408	204	8022F35C	204	80217318	204
M3UMtxCalcBlendAux__FUsP16J3DTransformInfoP16J3DTransformInfofb	.text	M3DUtil	M3UMtxCalcBlendAux	800D27F0	932	802374D4	932	8022F428	932	802173E4	932
@100@4@calc__24M3UMtxCalcSIAnmBlendQuatFUs	.text	M3UMtxCalcSIAnmBlendQuat	calc	800D2B94	20	80237878	20	8022F7CC	20	80217788	20
@100@4@calcTransform__24M3UMtxCalcSIAnmBlendQuatFUsRC16J3DTransformInfo	.text	M3UMtxCalcSIAnmBlendQuat	calcTransform	800D2BA8	20	8023788C	20	8022F7E0	20	8021779C	20
@100@4@recursiveEntry__15J3DMtxCalcBasicFP7J3DNode	.text	J3DMtxCalcBasic	recursiveEntry	800D2BBC	20	802378A0	20	8022F7F4	20	802177B0	20
@100@4@recursiveCalc__15J3DMtxCalcBasicFP7J3DNode	.text	J3DMtxCalcBasic	recursiveCalc	800D2BD0	20	802378B4	20	8022F808	20	802177C4	20
@100@4@recursiveUpdate__15J3DMtxCalcBasicFP7J3DNode	.text	J3DMtxCalcBasic	recursiveUpdate	800D2BE4	20	802378C8	20	8022F81C	20	802177D8	20
@100@4@init__24M3UMtxCalcSIAnmBlendQuatFRC3VecRA3_A4_Cf	.text	M3UMtxCalcSIAnmBlendQuat	init	800D2BF8	20	802378DC	20	8022F830	20	802177EC	20
setMtxCalc__8M3UModelFRC17M3UMtxCalcSetInfo	.text	M3UModel	setMtxCalc	800D2C0C	4	802378F0	4	8022F844	4	80217800	4
perform__8M3UModelFUlPQ26JDrama9TGraphics	.text	M3UModel	perform	800D2C10	216	802378F4	216	8022F848	216	80217804	216
entryOut__8M3UModelFv	.text	M3UModel	entryOut	800D2CE8	80	802379CC	80	8022F920	80	802178DC	80
entryIn__8M3UModelFv	.text	M3UModel	entryIn	800D2D38	124	80237A1C	124	8022F970	124	8021792C	124
updateOut__8M3UModelFv	.text	M3UModel	updateOut	800D2DB4	72	80237A98	72	8022F9EC	72	802179A8	72
updateIn__8M3UModelFv	.text	M3UModel	updateIn	800D2DFC	76	80237AE0	76	8022FA34	76	802179F0	76
updateInTexPatternAnm__8M3UModelFv	.text	M3UModel	updateInTexPatternAnm	800D2E48	60	80237B2C	60	8022FA80	60	80217A3C	60
updateInMotion__8M3UModelFv	.text	M3UModel	updateInMotion	800D2E84	292	80237B68	292	8022FABC	292	80217A78	292
changeAnmTexPattern__8M3UModelFiUc	.text	M3UModel	changeAnmTexPattern	800D2FA8	68	80237C8C	68	8022FBE0	68	80217B9C	68
changeMtxCalcAnmTransform__8M3UModelFiUc	.text	M3UModel	changeMtxCalcAnmTransform	800D2FEC	68	80237CD0	68	8022FC24	68	80217BE0	68
getMtxCalc__14M3UModelCommonFRC17M3UMtxCalcSetInfo	.text	M3UModelCommon	getMtxCalc	800D3030	92	80237D14	92	8022FC68	92	80217C24	92
updateMatAnm__6MActorFv	.text	MActor	updateMatAnm	800D308C	148	80237D70	148	8022FCC4	148	80217C80	148
entryOut__6MActorFv	.text	MActor	entryOut	800D3120	124	80237E04	124	8022FD58	124	80217D14	124
updateOut__13MActorAnmBaseFv	.text	MActorAnmBase	updateOut	800D319C	4	80237E80	4	8022FDD4	4	80217D90	4
entryIn__6MActorFv	.text	MActor	entryIn	800D31A0	124	80237E84	124	8022FDD8	124	80217D94	124
updateIn__13MActorAnmBaseFv	.text	MActorAnmBase	updateIn	800D321C	4	80237F00	4	8022FE54	4	80217E10	4
updateOut__6MActorFv	.text	MActor	updateOut	800D3220	228	80237F04	228				
updateIn__6MActorFv	.text	MActor	updateIn	800D3304	228	80237FE8	228				
setBrkFromIndex__6MActorFi	.text	MActor	setBrkFromIndex	800D33E8	80	802380CC	80	8022FE58	80	80217E14	80
setAnmFromIndex__35MActorAnmMatEach<15J3DAnmTevRegKey>FiPUs	.text	MActorAnmMatEach<J3DAnmTevRegKey>	setAnmFromIndex	800D3438	200	8023811C	200	8022FEA8	200	80217E64	200
setBrk__6MActorFPCc	.text	MActor	setBrk	800D3500	80	802381E4	80	8022FF70	80	80217F2C	80
setAnm__32MActorAnmEach<15J3DAnmTevRegKey>FPCcPUs	.text	MActorAnmEach<J3DAnmTevRegKey>	setAnm	800D3550	300	80238234	300	8022FFC0	300	80217F7C	300
setBlk__6MActorFPCc	.text	MActor	setBlk	800D367C	80	80238360	80	802300EC	80	802180A8	80
setAnm__33MActorAnmEach<16J3DAnmClusterKey>FPCcPUs	.text	MActorAnmEach<J3DAnmClusterKey>	setAnm	800D36CC	300	802383B0	300	8023013C	300	802180F8	300
setBtkFromIndex__6MActorFi	.text	MActor	setBtkFromIndex	800D37F8	80	802384DC	80	80230268	80	80218224	80
setAnmFromIndex__39MActorAnmMatEach<19J3DAnmTextureSRTKey>FiPUs	.text	MActorAnmMatEach<J3DAnmTextureSRTKey>	setAnmFromIndex	800D3848	200	8023852C	200	802302B8	200	80218274	200
setBtk__6MActorFPCc	.text	MActor	setBtk	800D3910	80	802385F4	80	80230380	80	8021833C	80
setAnm__36MActorAnmEach<19J3DAnmTextureSRTKey>FPCcPUs	.text	MActorAnmEach<J3DAnmTextureSRTKey>	setAnm	800D3960	300	80238644	300	802303D0	300	8021838C	300
setBtpFromIndex__6MActorFi	.text	MActor	setBtpFromIndex	800D3A8C	96	80238770	96	802304FC	96	802184B8	96
setAnmFromIndex__36MActorAnmMatEach<16J3DAnmTexPattern>FiPUs	.text	MActorAnmMatEach<J3DAnmTexPattern>	setAnmFromIndex	800D3AEC	200	802387D0	200	8023055C	200	80218518	200
setBtp__6MActorFPCc	.text	MActor	setBtp	800D3BB4	80	80238898	80	80230624	80	802185E0	80
setAnm__33MActorAnmEach<16J3DAnmTexPattern>FPCcPUs	.text	MActorAnmEach<J3DAnmTexPattern>	setAnm	800D3C04	300	802388E8	300	80230674	300	80218630	300
setBpkFromIndex__6MActorFi	.text	MActor	setBpkFromIndex	800D3D30	80	80238A14	80	802307A0	80	8021875C	80
setAnmFromIndex__34MActorAnmMatEach<14J3DAnmColorKey>FiPUs	.text	MActorAnmMatEach<J3DAnmColorKey>	setAnmFromIndex	800D3D80	200	80238A64	200	802307F0	200	802187AC	200
setBpk__6MActorFPCc	.text	MActor	setBpk	800D3E48	80	80238B2C	80	802308B8	80	80218874	80
setAnm__31MActorAnmEach<14J3DAnmColorKey>FPCcPUs	.text	MActorAnmEach<J3DAnmColorKey>	setAnm	800D3E98	300	80238B7C	300	80230908	300	802188C4	300
setAnm__35MActorAnmEach<18J3DAnmTransformKey>FPCcPUs	.text	MActorAnmEach<J3DAnmTransformKey>	setAnm	800D3FC4	300	80238CA8	300	80230A34	300	802189F0	300
checkCurBckFromIndex__6MActorFi	.text	MActor	checkCurBckFromIndex	800D40F0	48	80238DD4	48	80230B60	48	80218B1C	48
setBckFromIndex__6MActorFi	.text	MActor	setBckFromIndex	800D4120	60	80238E04	60	80230B90	60	80218B4C	60
setBck__6MActorFPCc	.text	MActor	setBck	800D415C	60	80238E40	60	80230BCC	60	80218B88	60
setFrameRate__6MActorFfi	.text	MActor	setFrameRate	800D4198	28	80238E7C	28	80230C08	28	80218BC4	28
getCurAnmIdx__6MActorCFi	.text	MActor	getCurAnmIdx	800D41B4	36	80238E98	36	80230C24	36	80218BE0	36
checkBckPass__6MActorFf	.text	MActor	checkBckPass	800D41D8	76	80238EBC	76	80230C48	76	80218C04	76
getFrameCtrl__6MActorFi	.text	MActor	getFrameCtrl	800D4224	36	80238F08	36	80230C94	36	80218C50	36
checkAnmFileExist__6MActorFPCci	.text	MActor	checkAnmFileExist	800D4248	288	80238F2C	288	80230CB8	288	80218C74	288
checkCurAnmFromIndex__6MActorFii	.text	MActor	checkCurAnmFromIndex	800D4368	56	8023904C	56	80230DD8	56	80218D94	56
checkCurAnm__6MActorFPCci	.text	MActor	checkCurAnm	800D43A0	312	80239084	312	80230E10	312	80218DCC	312
perform__6MActorFUlPQ26JDrama9TGraphics	.text	MActor	perform	800D44D8	472	802391BC	472	80230F48	472	80218F04	472
matAnmFrameUpdate__6MActorFv	.text	MActor	matAnmFrameUpdate	800D46B0	116	80239394	116	80231120	116	802190DC	116
frameUpdate__6MActorFv	.text	MActor	frameUpdate	800D4724	192	80239408	192	80231194	192	80219150	192
entry__6MActorFv	.text	MActor	entry	800D47E4	332	802394C8	332	80231254	332	80219210	332
setLightType__6MActorFi	.text	MActor	setLightType	800D4930	32	80239614	32	802313A0	32	8021935C	32
setLightData__6MActorFPC12TBGCheckDataRCQ29JGeometry8TVec3<f>	.text	MActor	setLightData	800D4950	160	80239634	236	802313C0	236	8021937C	236
setLightID__6MActorFs	.text	MActor	setLightID	800D49F0	20	80239720	20	802314AC	20	80219468	20
viewCalc__6MActorFv	.text	MActor	viewCalc	800D4A04	60	80239734	60	802314C0	60	8021947C	60
calc__6MActorFv	.text	MActor	calc	800D4A40	264	80239770	264	802314FC	264	802194B8	264
calcAnm__6MActorFv	.text	MActor	calcAnm	800D4B48	404	80239878	404	80231604	404	802195C0	404
updateOutSubBck__6MActorFv	.text	MActor	updateOutSubBck	800D4CDC	140	80239A0C	140	80231798	140	80219754	140
updateInSubBck__6MActorFv	.text	MActor	updateInSubBck	800D4D68	140	80239A98	140	80231824	140	802197E0	140
setJointCallback__6MActorFiPFP7J3DNodei_i	.text	MActor	setJointCallback	800D4DF4	28	80239B24	28	802318B0	28	8021986C	28
offMakeDL__6MActorFv	.text	MActor	offMakeDL	800D4E10	72	80239B40	72	802318CC	72	80219888	72
unlockDLIfNeed__6MActorFv	.text	MActor	unlockDLIfNeed	800D4E58	112	80239B88	112	80231914	112	802198D0	112
resetDL__6MActorFv	.text	MActor	resetDL	800D4EC8	324	80239BF8	324	80231984	324	80219940	324
initDL__6MActorFv	.text	MActor	initDL	800D500C	296	80239D3C	296	80231AC8	296	80219A84	296
setAnimation__6MActorFPCci	.text	MActor	setAnimation	800D5134	120	80239E64	120	80231BF0	120	80219BAC	120
curAnmEndsNext__6MActorFiPc	.text	MActor	curAnmEndsNext	800D51AC	364	80239EDC	364	80231C68	364	80219C24	364
isCurAnmAlreadyEnd__6MActorFi	.text	MActor	isCurAnmAlreadyEnd	800D5318	200	8023A048	200	80231DD4	200	80219D90	200
setModel__6MActorFP8J3DModelUl	.text	MActor	setModel	800D53E0	752	8023A110	752	80231E9C	752	80219E58	752
setModel__13MActorAnmBaseFP8J3DModel	.text	MActorAnmBase	setModel	800D56D0	8	8023A400	8	8023218C	8	8021A148	8
__ct__6MActorFP13MActorAnmData	.text	MActor	MActor	800D56D8	1272	8023A408	1272	80232194	1272	8021A150	1272
__ct__13MActorAnmBaseFv	.text	MActorAnmBase	MActorAnmBase	800D5BD0	100	8023A900	100	8023268C	100	8021A648	100
verifySuffix__12MActorAnmBlkFPCc	.text	MActorAnmBlk	verifySuffix	800D5C34	40	8023A964	40	802326F0	40	8021A6AC	40
setAnmFromIndex__12MActorAnmBlkFiPUs	.text	MActorAnmBlk	setAnmFromIndex	800D5C5C	128	8023A98C	128	80232718	128	8021A6D4	128
updateOut__12MActorAnmBlkFv	.text	MActorAnmBlk	updateOut	800D5CDC	40	8023AA0C	40	80232798	40	8021A754	40
updateIn__12MActorAnmBlkFv	.text	MActorAnmBlk	updateIn	800D5D04	124	8023AA34	124	802327C0	124	8021A77C	124
checkUseMaterialID__12MActorAnmBrkFPUs	.text	MActorAnmBrk	checkUseMaterialID	800D5D80	64	8023AAB0	64	8023283C	64	8021A7F8	64
checkUseMaterialIDInit__12MActorAnmBrkFPUs	.text	MActorAnmBrk	checkUseMaterialIDInit	800D5DC0	64	8023AAF0	64	8023287C	64	8021A838	64
updateOut__12MActorAnmBrkFv	.text	MActorAnmBrk	updateOut	800D5E00	44	8023AB30	44	802328BC	44	8021A878	44
updateIn__12MActorAnmBrkFv	.text	MActorAnmBrk	updateIn	800D5E2C	84	8023AB5C	84	802328E8	84	8021A8A4	84
setTevKColorAnmKeyPtr__12MActorAnmBrkFv	.text	MActorAnmBrk	setTevKColorAnmKeyPtr	800D5E80	272	8023ABB0	272	8023293C	272	8021A8F8	272
__dt__15J3DTevKColorAnmFv	.text	J3DTevKColorAnm	~J3DTevKColorAnm	800D5F90	64	8023ACC0	64	80232A4C	64	8021AA08	64
__ct__15J3DTevKColorAnmFv	.text	J3DTevKColorAnm	J3DTevKColorAnm	800D5FD0	16	8023AD00	16	80232A8C	16	8021AA48	16
setTevColorAnmKeyPtr__12MActorAnmBrkFv	.text	MActorAnmBrk	setTevColorAnmKeyPtr	800D5FE0	272	8023AD10	272	80232A9C	272	8021AA58	272
__dt__14J3DTevColorAnmFv	.text	J3DTevColorAnm	~J3DTevColorAnm	800D60F0	64	8023AE20	64	80232BAC	64	8021AB68	64
__ct__14J3DTevColorAnmFv	.text	J3DTevColorAnm	J3DTevColorAnm	800D6130	16	8023AE60	16	80232BEC	16	8021ABA8	16
updateOut__12MActorAnmBpkFv	.text	MActorAnmBpk	updateOut	800D6140	44	8023AE70	44	80232BFC	44	8021ABB8	44
updateIn__12MActorAnmBpkFv	.text	MActorAnmBpk	updateIn	800D616C	76	8023AE9C	76	80232C28	76	8021ABE4	76
setMatColorAnmKeyPtr__12MActorAnmBpkFv	.text	MActorAnmBpk	setMatColorAnmKeyPtr	800D61B8	272	8023AEE8	272	80232C74	272	8021AC30	272
__dt__14J3DMatColorAnmFv	.text	J3DMatColorAnm	~J3DMatColorAnm	800D62C8	64	8023AFF8	64	80232D84	64	8021AD40	64
__ct__14J3DMatColorAnmFv	.text	J3DMatColorAnm	J3DMatColorAnm	800D6308	16	8023B038	16	80232DC4	16	8021AD80	16
checkUseMaterialID__12MActorAnmBpkFPUs	.text	MActorAnmBpk	checkUseMaterialID	800D6318	88	8023B048	88	80232DD4	88	8021AD90	88
checkUseMaterialIDInit__12MActorAnmBpkFPUs	.text	MActorAnmBpk	checkUseMaterialIDInit	800D6370	232	8023B0A0	232	80232E2C	232	8021ADE8	232
updateOut__12MActorAnmBtkFv	.text	MActorAnmBtk	updateOut	800D6458	44	8023B188	44	80232F14	44	8021AED0	44
updateIn__12MActorAnmBtkFv	.text	MActorAnmBtk	updateIn	800D6484	80	8023B1B4	80	80232F40	80	8021AEFC	80
setTexMtxAnmKeyPtr__12MActorAnmBtkFv	.text	MActorAnmBtk	setTexMtxAnmKeyPtr	800D64D4	296	8023B204	296	80232F90	296	8021AF4C	296
__dt__12J3DTexMtxAnmFv	.text	J3DTexMtxAnm	~J3DTexMtxAnm	800D65FC	64	8023B32C	64	802330B8	64	8021B074	64
__ct__12J3DTexMtxAnmFv	.text	J3DTexMtxAnm	J3DTexMtxAnm	800D663C	16	8023B36C	16	802330F8	16	8021B0B4	16
checkUseMaterialID__12MActorAnmBtkFPUs	.text	MActorAnmBtk	checkUseMaterialID	800D664C	112	8023B37C	112	80233108	112	8021B0C4	112
checkUseMaterialIDInit__12MActorAnmBtkFPUs	.text	MActorAnmBtk	checkUseMaterialIDInit	800D66BC	256	8023B3EC	256	80233178	256	8021B134	256
updateOut__12MActorAnmBtpFv	.text	MActorAnmBtp	updateOut	800D67BC	44	8023B4EC	44	80233278	44	8021B234	44
updateIn__12MActorAnmBtpFv	.text	MActorAnmBtp	updateIn	800D67E8	76	8023B518	76	802332A4	76	8021B260	76
checkUseMaterialID__12MActorAnmBtpFPUs	.text	MActorAnmBtp	checkUseMaterialID	800D6834	88	8023B564	88	802332F0	88	8021B2AC	88
checkUseMaterialIDInit__12MActorAnmBtpFPUs	.text	MActorAnmBtp	checkUseMaterialIDInit	800D688C	244	8023B5BC	244	80233348	244	8021B304	244
setTexNoAnmFullPtr__12MActorAnmBtpFv	.text	MActorAnmBtp	setTexNoAnmFullPtr	800D6980	276	8023B6B0	276	8023343C	276	8021B3F8	276
__dt__11J3DTexNoAnmFv	.text	J3DTexNoAnm	~J3DTexNoAnm	800D6A94	76						
__ct__11J3DTexNoAnmFv	.text	J3DTexNoAnm	J3DTexNoAnm	800D6AE0	28						
setAnmFromIndex__12MActorAnmBckFiPUs	.text	MActorAnmBck	setAnmFromIndex	800D6AFC	272	8023B7C4	272	80233550	272	8021B50C	272
updateOut__12MActorAnmBckFv	.text	MActorAnmBck	updateOut	800D6C0C	36	8023B8D4	36	80233660	36	8021B61C	36
updateIn__12MActorAnmBckFv	.text	MActorAnmBck	updateIn	800D6C30	224	8023B8F8	224	80233684	224	8021B640	224
setModel__12MActorAnmBckFP8J3DModel	.text	MActorAnmBck	setModel	800D6D10	208	8023B9D8	208	80233764	208	8021B720	208
__ct__18J3DMtxCalcBasicAnmFP15J3DAnmTransform	.text	J3DMtxCalcBasicAnm	J3DMtxCalcBasicAnm	800D6DE0	212	8023BAA8	212	80233834	212	8021B7F0	212
__ct__22J3DMtxCalcSoftimageAnmFP15J3DAnmTransform	.text	J3DMtxCalcSoftimageAnm	J3DMtxCalcSoftimageAnm	800D6EB4	252						
getOldMotionBlendFrame__12MActorAnmBckCFv	.text	MActorAnmBck	getOldMotionBlendFrame	800D6FB0	52	8023BB7C	52	80233908	52	8021B8C4	52
setOldMotionBlendAnmPtr__12MActorAnmBckFP15J3DAnmTransform	.text	MActorAnmBck	setOldMotionBlendAnmPtr	800D6FE4	44	8023BBB0	44	8023393C	44	8021B8F8	44
getOldMotionBlendAnmPtr__12MActorAnmBckCFv	.text	MActorAnmBck	getOldMotionBlendAnmPtr	800D7010	52	8023BBDC	52	80233968	52	8021B924	52
setMotionBlendRatio__12MActorAnmBckFf	.text	MActorAnmBck	setMotionBlendRatio	800D7044	44	8023BC10	44	8023399C	44	8021B958	44
getMotionBlendRatio__12MActorAnmBckCFv	.text	MActorAnmBck	getMotionBlendRatio	800D7070	52	8023BC3C	52	802339C8	52	8021B984	52
initNormalMotionBlend__12MActorAnmBckFv	.text	MActorAnmBck	initNormalMotionBlend	800D70A4	128	8023BC70	128	802339FC	128	8021B9B8	128
initSimpleMotionBlend__12MActorAnmBckFi	.text	MActorAnmBck	initSimpleMotionBlend	800D7124	144	8023BCF0	144	80233A7C	144	8021BA38	144
checkUseMaterialID__13MActorAnmBaseFPUs	.text	MActorAnmBase	checkUseMaterialID	800D71B4	4	8023BD80	4	80233B0C	4	8021BAC8	4
checkUseMaterialIDInit__13MActorAnmBaseFPUs	.text	MActorAnmBase	checkUseMaterialIDInit	800D71B8	4	8023BD84	4	80233B10	4	8021BACC	4
verifySuffix__12MActorAnmBrkFPCc	.text	MActorAnmBrk	verifySuffix	800D71BC	40	8023BD88	40	80233B14	40	8021BAD0	40
verifySuffix__12MActorAnmBpkFPCc	.text	MActorAnmBpk	verifySuffix	800D71E4	40	8023BDB0	40	80233B3C	40	8021BAF8	40
verifySuffix__12MActorAnmBtkFPCc	.text	MActorAnmBtk	verifySuffix	800D720C	40	8023BDD8	40	80233B64	40	8021BB20	40
verifySuffix__12MActorAnmBtpFPCc	.text	MActorAnmBtp	verifySuffix	800D7234	40	8023BE00	40	80233B8C	40	8021BB48	40
verifySuffix__12MActorAnmBckFPCc	.text	MActorAnmBck	verifySuffix	800D725C	40	8023BE28	40	80233BB4	40	8021BB70	40
createSampleModelData__13MActorAnmDataFP12J3DModelData	.text	MActorAnmData	createSampleModelData	800D7284	92	8023BE50	92	80233BDC	92	8021BB98	92
addFileTable__13MActorAnmDataFPCc	.text	MActorAnmData	addFileTable	800D72E0	1148	8023BEAC	1148	80233C38	1148	8021BBF4	1148
init__13MActorAnmDataFPCcPPCc	.text	MActorAnmData	init	800D775C	1496	8023C328	1496	802340B4	1496	8021C070	1496
partsNameToIdx__13MActorAnmDataFPCc	.text	MActorAnmData	partsNameToIdx	800D7D34	160	8023C94C	160	802346D8	160	8021C694	160
MActorCalcKeyCode__FPCc	.text	M3DUtil	MActorCalcKeyCode	800D7DD4	48	8023C9EC	48	80234778	48	8021C734	48
__ct__13MActorAnmDataFv	.text	MActorAnmData	MActorAnmData	800D7E04	100	8023CA1C	100	802347A8	100	8021C764	100
__dt__Q27JGadget68TList<16MActorSubAnmInfo,Q27JGadget30TAllocator<16MActorSubAnmInfo>>Fv	.text	JGadget::TList<MActorSubAnmInfo\,JGadget::TAllocator<MActorSubAnmInfo>>	~TList	800D7E68	188						
erase__Q27JGadget68TList<16MActorSubAnmInfo,Q27JGadget30TAllocator<16MActorSubAnmInfo>>FQ37JGadget68TList<16MActorSubAnmInfo,Q27JGadget30TAllocator<16MActorSubAnmInfo>>8iterator	.text	JGadget::TList<MActorSubAnmInfo\,JGadget::TAllocator<MActorSubAnmInfo>>	erase	800D7F24	108						
sortByFileNameRaw__17MActorAnmDataBaseFPPv	.text	MActorAnmDataBase	sortByFileNameRaw	800D7F90	544	8023CA80	544	8023480C	544	8021C7C8	544
checkLower__17MActorAnmDataBaseFPCc	.text	MActorAnmDataBase	checkLower	800D81B0	200	8023CCA0	200	80234A2C	200	8021C9E8	200
loadAnmPtrArray__37MActorAnmDataEach<16J3DAnmClusterKey>FPCcPCc	.text	MActorAnmDataEach<J3DAnmClusterKey>	loadAnmPtrArray	800D8278	240	8023CD68	240	80234AF4	240	8021CAB0	240
loadAnmPtrArray__36MActorAnmDataEach<15J3DAnmTevRegKey>FPCcPCc	.text	MActorAnmDataEach<J3DAnmTevRegKey>	loadAnmPtrArray	800D8368	240	8023CE58	240	80234BE4	240	8021CBA0	240
loadAnmPtrArray__40MActorAnmDataEach<19J3DAnmTextureSRTKey>FPCcPCc	.text	MActorAnmDataEach<J3DAnmTextureSRTKey>	loadAnmPtrArray	800D8458	240	8023CF48	240	80234CD4	240	8021CC90	240
loadAnmPtrArray__37MActorAnmDataEach<16J3DAnmTexPattern>FPCcPCc	.text	MActorAnmDataEach<J3DAnmTexPattern>	loadAnmPtrArray	800D8548	240	8023D038	240	80234DC4	240	8021CD80	240
loadAnmPtrArray__35MActorAnmDataEach<14J3DAnmColorKey>FPCcPCc	.text	MActorAnmDataEach<J3DAnmColorKey>	loadAnmPtrArray	800D8638	240	8023D128	240	80234EB4	240	8021CE70	240
loadAnmPtrArray__39MActorAnmDataEach<18J3DAnmTransformKey>FPCcPCc	.text	MActorAnmDataEach<J3DAnmTransformKey>	loadAnmPtrArray	800D8728	240	8023D218	240	80234FA4	240	8021CF60	240
__dt__8SDLModelFv	.text	SDLModel	~SDLModel	800D8818	100	8023D308	100	80235094	100	8021D050	100
viewCalcSimple__8SDLModelFv	.text	SDLModel	viewCalcSimple	800D887C	216	8023D36C	216	802350F8	216	8021D0B4	216
entry__8SDLModelFv	.text	SDLModel	entry	800D8954	384	8023D444	384	802351D0	384	8021D18C	384
insert__Q27JGadget68TList<P15SDLDrawBufToken,Q27JGadget30TAllocator<P15SDLDrawBufToken>>FQ37JGadget68TList<P15SDLDrawBufToken,Q27JGadget30TAllocator<P15SDLDrawBufToken>>8iteratorRCP15SDLDrawBufToken	.text	JGadget::TList<SDLDrawBufToken*\,JGadget::TAllocator<SDLDrawBufToken*>>	insert	800D8AD4	184	8023D5C4	184	80235350	184	8021D30C	184
entryModelDataSDL__8SDLModelFP12SDLModelDataUlUl	.text	SDLModel	entryModelDataSDL	800D8B8C	1672	8023D67C	1672	80235408	1672	8021D3C4	1672
__dt__12SDLMatPacketFv	.text	SDLMatPacket	~SDLMatPacket	800D9214	100	8023DD04	100	80235A90	100	8021DA4C	100
__ct__8SDLModelFP12SDLModelDataUlUl	.text	SDLModel	SDLModel	800D9278	148	8023DD68	148	80235AF4	148	8021DAB0	148
__ct__12SDLMatPacketFv	.text	SDLMatPacket	SDLMatPacket	800D930C	60	8023DDFC	60	80235B88	60	8021DB44	60
entrySDLModels__12SDLModelDataFv	.text	SDLModelData	entrySDLModels	800D9348	508	8023DE38	508	80235BC4	508	8021DB80	508
__ct__12SDLModelDataFP12J3DModelData	.text	SDLModelData	SDLModelData	800D9544	100	8023E034	100	80235DC0	100	8021DD7C	100
recursiveEntry__12SDLModelDataFP7J3DNodeP15SDLDrawBufToken	.text	SDLModelData	recursiveEntry	800D95A8	780	8023E098	780	80235E24	780	8021DDE0	780
entryNode__12SDLModelDataFP7J3DNodeP15SDLDrawBufToken	.text	SDLModelData	entryNode	800D98B4	140	8023E3A4	140	80236130	140	8021E0EC	140
entrySameMat__12SDLModelDataFP11J3DMaterialP15SDLDrawBufToken	.text	SDLModelData	entrySameMat	800D9940	308	8023E430	308	802361BC	308	8021E178	308
SMS_MakeMActor__FPCcPCcUlUl	.text	M3DUtil	SMS_MakeMActor	800D9A74	120	8023E5C4	120	80236350	120	8021E30C	120
SMS_MakeMActorWithAnmData__FPCcP13MActorAnmDataUlUl	.text	M3DUtil	SMS_MakeMActorWithAnmData	800D9AEC	156	8023E63C	156	802363C8	156	8021E384	156
SMS_MakeMActorsWithAnmData__FPCcP13MActorAnmDataiUlUl	.text	M3DUtil	SMS_MakeMActorsWithAnmData	800D9B88	228	8023E6D8	228	80236464	228	8021E420	228
